FechaPrestamo;EdadPrestamo;MontoPrestado;Cuotas
31/08/2007 0:00;42;556;8
28/11/2006 0:00;66;572;8
31/08/2007 0:00;41;180;8
31/08/2007 0:00;57;325;8
31/08/2007 0:00;30;344;8
31/08/2007 0:00;34;469;8
28/11/2006 0:00;38;408;8
18/04/2007 0:00;55;272;8
31/08/2007 0:00;32;502;8
31/08/2007 0:00;43;380;8
18/04/2007 0:00;50;412;8
31/08/2007 0:00;26;414;8
31/08/2007 0:00;19;286;8
31/08/2007 0:00;33;475;8
09/09/2020 0:00;53;347;4
27/12/2019 0:00;78;410;4
09/09/2020 0:00;52;395;4
30/09/2008 0:00;63;437;8
07/10/2005 0:00;67;460;8
09/12/2011 0:00;50;470;4
06/09/2012 0:00;54;324;4
08/07/2010 0:00;38;197;4
02/10/2014 0:00;56;345;4
27/07/2007 0:00;34;527;8
27/07/2007 0:00;29;209;8
20/06/2006 0:00;29;309;8
17/12/2007 0:00;47;194;8
30/11/2016 0:00;63;189;4
09/09/2020 0:00;43;233;4
08/05/2008 0:00;42;426;8
27/09/2013 0:00;47;396;4
09/02/2006 0:00;34;299;8
10/03/2016 0:00;61;309;4
21/03/2007 0:00;23;342;8
09/02/2006 0:00;50;312;8
31/10/2006 0:00;51;429;8
17/12/2007 0:00;37;263;8
09/09/2020 0:00;59;199;4
26/04/2018 0:00;36;598;4
21/12/2017 0:00;73;271;4
27/07/2007 0:00;33;515;8
08/05/2008 0:00;32;522;8
25/04/2012 0:00;25;500;4
27/07/2007 0:00;45;384;8
27/07/2007 0:00;35;385;8
25/03/2011 0:00;31;185;4
17/12/2007 0:00;45;433;8
29/10/2015 0:00;43;350;4
30/09/2008 0:00;22;362;8
30/09/2008 0:00;34;447;8
27/09/2013 0:00;27;199;4
27/09/2013 0:00;26;382;4
11/11/2010 0:00;31;387;4
27/09/2013 0:00;30;388;4
10/06/2009 0:00;56;215;8
05/02/2009 0:00;48;444;8
25/02/2010 0:00;30;282;4
10/06/2009 0:00;41;515;8
04/08/2011 0:00;35;357;4
08/07/2010 0:00;21;222;4
27/09/2013 0:00;32;366;4
24/05/2013 0:00;75;287;4
08/07/2010 0:00;51;431;4
09/12/2011 0:00;39;212;4
09/12/2011 0:00;29;277;4
25/03/2011 0:00;36;364;4
18/01/2013 0:00;27;348;4
06/09/2012 0:00;68;306;4
09/12/2011 0:00;18;320;4
27/09/2013 0:00;21;410;4
06/09/2012 0:00;44;296;4
24/05/2013 0:00;27;424;4
27/12/2019 0:00;40;354;4
27/09/2013 0:00;50;567;4
09/09/2020 0:00;66;532;4
22/07/2016 0:00;26;508;4
27/09/2013 0:00;39;211;4
29/05/2014 0:00;48;188;4
26/06/2015 0:00;43;520;4
27/12/2019 0:00;24;286;4
27/12/2019 0:00;40;355;4
27/12/2019 0:00;19;281;4
27/12/2019 0:00;20;378;4
27/12/2019 0:00;23;380;4
09/09/2020 0:00;46;308;4
28/08/2019 0:00;30;203;4
27/12/2019 0:00;62;579;4
28/08/2019 0:00;42;389;4
27/12/2019 0:00;35;763;4
31/05/2007 0:00;41;702;8
30/06/2020 0:00;79;650;4
10/02/2023 0:00;59;567;4
10/02/2023 0:00;62;545;4
27/12/2005 0:00;53;782;8
14/09/2006 0:00;59;800;8
10/02/2023 0:00;56;706;4
10/02/2023 0:00;70;729;4
14/09/2006 0:00;30;834;8
17/11/2011 0:00;77;874;4
12/07/2011 0:00;41;616;4
31/05/2007 0:00;45;918;8
24/01/2007 0:00;54;702;8
14/09/2006 0:00;58;771;8
29/08/2013 0:00;79;710;4
27/12/2005 0:00;25;659;8
31/05/2007 0:00;35;933;8
25/05/2018 0:00;54;957;4
10/02/2023 0:00;64;191;4
27/12/2005 0:00;53;404;8
29/08/2013 0:00;59;468;4
31/05/2007 0:00;32;454;8
14/09/2006 0:00;37;371;8
14/09/2006 0:00;56;542;8
31/05/2007 0:00;47;282;8
11/02/2009 0:00;52;491;8
07/03/2011 0:00;51;340;4
29/09/2014 0:00;66;341;4
31/05/2007 0:00;30;410;8
31/05/2007 0:00;40;470;8
26/06/2015 0:00;51;434;4
09/06/2008 0:00;48;314;8
10/02/2023 0:00;58;269;4
09/06/2008 0:00;39;298;8
19/10/2009 0:00;27;435;4
22/03/2012 0:00;52;428;4
30/06/2020 0:00;43;254;4
29/08/2013 0:00;41;585;4
09/06/2008 0:00;46;460;8
05/08/2022 0:00;51;292;4
10/10/2008 0:00;29;278;8
30/10/2019 0:00;84;298;4
30/10/2019 0:00;65;504;4
10/10/2008 0:00;57;321;8
17/04/2013 0:00;47;215;4
11/02/2009 0:00;38;309;8
11/02/2009 0:00;53;568;8
11/02/2009 0:00;51;232;8
30/10/2019 0:00;52;429;4
29/08/2013 0:00;30;402;4
25/05/2018 0:00;68;364;4
12/07/2011 0:00;33;314;4
17/04/2013 0:00;28;458;4
29/09/2014 0:00;56;543;4
10/02/2023 0:00;60;413;4
03/01/2014 0:00;41;203;4
30/11/2012 0:00;73;403;4
17/04/2013 0:00;32;393;4
17/04/2013 0:00;33;196;4
22/05/2014 0:00;57;427;4
26/07/2012 0:00;66;250;4
26/06/2015 0:00;32;310;4
17/04/2013 0:00;41;336;4
30/11/2012 0:00;36;481;4
26/06/2015 0:00;63;178;4
03/01/2014 0:00;44;188;4
10/02/2023 0:00;34;204;4
26/06/2015 0:00;28;476;4
13/02/2015 0:00;30;439;4
12/01/2018 0:00;51;518;4
30/10/2019 0:00;65;472;4
21/07/2021 0:00;51;306;4
30/10/2019 0:00;31;320;4
28/09/2018 0:00;71;377;4
05/08/2022 0:00;55;316;4
10/02/2023 0:00;53;441;4
16/03/2021 0:00;65;207;4
16/03/2021 0:00;32;386;4
10/02/2023 0:00;37;564;4
05/08/2022 0:00;18;298;4
28/12/2005 0:00;44;283;8
28/12/2005 0:00;52;458;8
11/05/2006 0:00;44;227;8
28/12/2005 0:00;40;554;8
28/12/2005 0:00;49;427;8
11/05/2006 0:00;28;443;8
11/05/2006 0:00;30;384;8
20/11/2015 0:00;52;332;4
22/01/2007 0:00;48;208;8
13/04/2010 0:00;45;510;4
22/09/2008 0:00;43;482;8
22/09/2008 0:00;53;460;8
07/05/2008 0:00;26;439;8
11/05/2006 0:00;46;279;8
07/08/2009 0:00;49;401;8
05/09/2005 0:00;35;374;8
22/09/2008 0:00;50;415;8
08/06/2007 0:00;61;515;8
11/05/2006 0:00;31;337;8
13/03/2009 0:00;53;247;8
22/09/2008 0:00;33;260;8
14/09/2006 0:00;35;192;8
13/03/2009 0:00;49;232;8
22/01/2007 0:00;40;551;8
22/09/2008 0:00;30;453;8
07/05/2008 0:00;31;289;8
11/05/2006 0:00;39;335;8
31/10/2007 0:00;48;215;8
22/01/2007 0:00;30;325;8
13/03/2009 0:00;40;507;8
02/03/2023 0:00;49;354;4
08/06/2007 0:00;38;380;8
31/10/2007 0:00;40;219;8
02/03/2023 0:00;50;492;4
07/01/2006 0:00;34;362;8
02/03/2023 0:00;59;219;4
22/09/2008 0:00;27;226;8
08/06/2007 0:00;23;494;8
31/10/2007 0:00;66;398;8
07/05/2008 0:00;32;414;8
11/05/2006 0:00;44;203;8
23/10/2020 0:00;78;385;4
15/10/2014 0:00;51;243;4
24/07/2017 0:00;36;309;4
31/10/2007 0:00;30;268;8
08/06/2007 0:00;30;525;8
10/12/2009 0:00;40;279;4
14/09/2006 0:00;25;408;8
31/10/2007 0:00;24;215;8
22/01/2007 0:00;40;414;8
22/09/2008 0:00;39;253;8
31/10/2007 0:00;58;364;8
31/10/2007 0:00;42;422;8
07/05/2008 0:00;46;548;8
28/04/2011 0:00;42;427;4
22/09/2008 0:00;61;222;8
31/10/2007 0:00;47;530;8
22/09/2008 0:00;29;253;8
17/08/2010 0:00;39;225;4
31/10/2007 0:00;49;443;8
07/05/2008 0:00;39;333;8
08/07/2015 0:00;32;445;4
07/05/2008 0:00;36;271;8
31/10/2007 0:00;29;220;8
08/06/2007 0:00;30;336;8
07/05/2008 0:00;36;444;8
22/01/2007 0:00;34;390;8
22/09/2008 0:00;24;394;8
07/05/2008 0:00;34;231;8
22/09/2008 0:00;20;368;8
07/05/2008 0:00;45;211;8
24/07/2017 0:00;73;315;4
07/05/2008 0:00;23;280;8
08/06/2007 0:00;46;218;8
31/10/2007 0:00;27;437;8
09/01/2012 0:00;58;289;4
02/03/2023 0:00;60;470;4
31/10/2007 0:00;23;303;8
07/05/2008 0:00;23;209;8
08/06/2007 0:00;38;453;8
07/05/2008 0:00;22;480;8
07/05/2008 0:00;21;430;8
17/08/2010 0:00;43;170;4
22/09/2008 0:00;26;417;8
07/05/2008 0:00;27;185;8
31/10/2007 0:00;22;251;8
31/10/2007 0:00;31;431;8
22/09/2008 0:00;19;357;8
07/05/2008 0:00;79;487;8
22/09/2008 0:00;31;434;8
31/10/2007 0:00;27;451;8
28/04/2011 0:00;27;363;4
22/09/2008 0:00;18;242;8
21/09/2012 0:00;26;376;4
25/01/2013 0:00;38;321;4
29/03/2019 0:00;55;362;4
21/09/2012 0:00;37;294;4
20/11/2015 0:00;58;242;4
28/04/2011 0:00;29;377;4
10/12/2009 0:00;51;454;4
13/04/2010 0:00;31;481;4
17/08/2010 0:00;23;490;4
28/02/2015 0:00;48;438;4
26/10/2022 0:00;52;318;4
25/01/2013 0:00;29;381;4
29/11/2016 0:00;33;359;4
21/09/2012 0:00;34;304;4
26/07/2016 0:00;70;376;4
02/09/2011 0:00;37;485;4
21/12/2010 0:00;36;387;4
02/09/2011 0:00;37;405;4
18/05/2012 0:00;67;411;4
02/03/2023 0:00;45;324;4
08/07/2015 0:00;25;527;4
29/05/2013 0:00;40;355;4
15/10/2014 0:00;22;469;4
24/07/2017 0:00;55;226;4
28/02/2015 0:00;39;376;4
28/02/2015 0:00;24;348;4
28/02/2015 0:00;53;289;4
24/07/2017 0:00;65;385;4
02/03/2023 0:00;35;219;4
02/03/2023 0:00;26;211;4
29/11/2016 0:00;72;463;4
02/03/2023 0:00;32;376;4
21/08/2006 0:00;38;488;8
12/01/2007 0:00;25;412;8
08/04/2006 0:00;37;408;8
08/04/2006 0:00;37;415;8
17/05/2011 0:00;64;428;4
27/11/2008 0:00;38;225;8
17/05/2011 0:00;68;459;4
12/01/2007 0:00;31;458;8
12/01/2007 0:00;50;503;8
12/06/2007 0:00;40;525;8
25/07/2008 0:00;43;419;8
17/05/2011 0:00;28;405;4
20/11/2007 0:00;36;459;8
25/07/2008 0:00;34;301;8
27/11/2008 0:00;23;487;8
25/07/2008 0:00;47;580;8
20/11/2007 0:00;33;438;8
25/07/2008 0:00;27;287;8
25/07/2008 0:00;73;382;8
25/03/2008 0:00;24;514;8
27/11/2008 0:00;34;361;8
17/05/2011 0:00;42;505;4
27/11/2008 0:00;27;413;8
15/12/2009 0:00;29;296;4
27/11/2008 0:00;26;224;8
24/07/2009 0:00;34;230;8
27/11/2008 0:00;48;298;8
27/11/2008 0:00;24;203;8
28/12/2010 0:00;41;379;4
15/12/2009 0:00;33;482;4
17/05/2011 0:00;30;459;4
17/05/2011 0:00;26;303;4
28/12/2010 0:00;22;330;4
17/05/2011 0:00;62;385;4
17/05/2011 0:00;40;246;4
17/05/2011 0:00;37;341;4
16/12/2008 0:00;80;465;8
17/02/2017 0:00;65;208;4
12/12/2013 0:00;31;240;4
31/10/2016 0:00;47;527;4
05/07/2007 0:00;55;240;8
16/12/2008 0:00;36;458;8
12/12/2013 0:00;38;563;4
19/10/2006 0:00;59;317;8
23/09/2005 0:00;51;279;8
16/12/2008 0:00;30;252;8
01/10/2009 0:00;50;520;4
14/06/2006 0:00;37;218;8
23/09/2005 0:00;21;538;8
10/02/2006 0:00;22;487;8
25/03/2008 0:00;50;237;8
17/02/2017 0:00;53;371;4
25/03/2008 0:00;33;316;8
25/03/2008 0:00;49;229;8
17/02/2017 0:00;71;369;4
10/02/2006 0:00;36;162;8
14/06/2006 0:00;41;483;8
14/06/2006 0:00;49;334;8
23/09/2005 0:00;41;289;8
19/10/2006 0:00;42;258;8
14/06/2006 0:00;34;337;8
13/11/2007 0:00;47;431;8
12/12/2013 0:00;71;342;4
26/02/2007 0:00;36;392;8
20/02/2012 0:00;31;198;4
19/10/2006 0:00;35;195;8
06/05/2009 0:00;32;232;8
26/02/2007 0:00;24;320;8
26/02/2007 0:00;34;400;8
07/08/2008 0:00;35;395;8
12/12/2013 0:00;47;178;4
07/08/2008 0:00;53;591;8
17/02/2017 0:00;58;261;4
24/03/2015 0:00;49;251;4
13/11/2007 0:00;26;462;8
06/05/2009 0:00;68;229;8
06/05/2009 0:00;24;244;8
26/02/2010 0:00;34;186;4
25/03/2008 0:00;22;424;8
13/11/2007 0:00;27;398;8
30/04/2013 0:00;56;481;4
26/02/2010 0:00;42;497;4
16/12/2008 0:00;23;385;8
16/12/2008 0:00;25;334;8
16/12/2008 0:00;22;378;8
16/12/2008 0:00;27;440;8
16/12/2008 0:00;60;275;8
16/12/2008 0:00;47;190;8
20/02/2012 0:00;48;379;4
20/02/2012 0:00;23;309;4
06/05/2009 0:00;48;515;8
06/05/2009 0:00;35;173;8
17/10/2012 0:00;29;524;4
20/02/2012 0:00;38;302;4
21/07/2010 0:00;32;173;4
26/02/2010 0:00;30;194;4
01/10/2009 0:00;18;529;4
21/07/2010 0:00;27;406;4
20/02/2012 0:00;33;512;4
21/07/2010 0:00;30;421;4
20/02/2012 0:00;67;308;4
26/02/2010 0:00;27;250;4
20/02/2012 0:00;61;604;4
30/11/2010 0:00;36;346;4
06/05/2011 0:00;36;222;4
20/02/2012 0:00;33;187;4
30/11/2010 0:00;30;183;4
06/05/2011 0:00;40;326;4
06/05/2011 0:00;19;578;4
20/02/2012 0:00;45;205;4
06/05/2011 0:00;48;232;4
20/02/2012 0:00;61;513;4
23/09/2011 0:00;25;401;4
17/10/2012 0:00;27;384;4
17/10/2012 0:00;50;283;4
12/12/2013 0:00;54;279;4
24/03/2015 0:00;45;570;4
17/10/2012 0:00;21;217;4
12/12/2013 0:00;48;382;4
12/12/2013 0:00;43;413;4
30/04/2013 0:00;53;256;4
18/03/2016 0:00;40;373;4
12/12/2013 0:00;51;504;4
12/12/2013 0:00;42;384;4
12/12/2013 0:00;66;338;4
24/03/2015 0:00;58;209;4
17/02/2017 0:00;26;241;4
17/02/2017 0:00;51;281;4
24/03/2015 0:00;34;242;4
24/03/2015 0:00;34;344;4
17/02/2017 0:00;31;256;4
31/07/2015 0:00;37;561;4
17/02/2017 0:00;26;167;4
02/12/2015 0:00;19;383;4
17/02/2017 0:00;40;324;4
17/02/2017 0:00;26;447;4
17/02/2017 0:00;23;462;4
12/12/2007 0:00;42;530;8
31/08/2006 0:00;34;369;8
30/03/2007 0:00;43;462;8
10/12/2009 0:00;37;484;4
17/02/2023 0:00;48;502;4
30/03/2007 0:00;32;441;8
30/03/2007 0:00;24;522;8
30/03/2007 0:00;60;298;8
01/02/2012 0:00;66;396;4
17/02/2023 0:00;61;335;4
15/12/2005 0:00;34;486;8
10/03/2020 0:00;67;318;4
31/08/2006 0:00;50;262;8
22/10/2019 0:00;69;222;4
24/04/2006 0:00;66;291;8
24/08/2010 0:00;52;446;4
30/03/2007 0:00;31;218;8
31/08/2006 0:00;37;325;8
19/01/2015 0:00;22;477;4
17/06/2015 0:00;21;290;4
19/01/2015 0:00;44;415;4
22/10/2019 0:00;42;469;4
30/09/2020 0:00;44;539;4
13/04/2016 0:00;23;182;4
10/11/2015 0:00;57;430;4
17/02/2023 0:00;42;425;4
17/07/2018 0:00;22;231;4
17/07/2018 0:00;46;325;4
17/02/2023 0:00;88;445;4
01/03/2018 0:00;35;443;4
15/07/2022 0:00;28;417;4
17/02/2023 0:00;22;297;4
17/02/2023 0:00;28;373;4
17/02/2023 0:00;49;200;4
17/02/2023 0:00;32;223;4
17/02/2023 0:00;22;512;4
17/02/2023 0:00;25;280;4
17/02/2023 0:00;19;530;4
17/02/2023 0:00;60;301;4
17/02/2023 0:00;39;289;4
17/02/2023 0:00;31;359;4
17/02/2023 0:00;26;181;4
21/12/2007 0:00;46;426;8
28/02/2007 0:00;47;581;8
21/12/2007 0:00;22;315;8
21/12/2007 0:00;75;430;8
06/07/2007 0:00;41;214;8
21/12/2007 0:00;22;297;8
21/12/2007 0:00;31;156;8
07/09/2005 0:00;33;444;8
25/01/2006 0:00;55;297;8
07/09/2005 0:00;27;201;8
07/10/2008 0:00;30;295;8
07/09/2005 0:00;48;574;8
25/01/2006 0:00;31;358;8
23/03/2009 0:00;31;483;8
21/06/2006 0:00;37;327;8
23/03/2009 0:00;39;247;8
07/09/2005 0:00;35;366;8
06/07/2007 0:00;33;430;8
07/09/2005 0:00;21;420;8
21/06/2006 0:00;28;215;8
25/01/2006 0:00;55;332;8
07/10/2008 0:00;41;562;8
23/03/2009 0:00;33;484;8
06/07/2007 0:00;31;539;8
21/06/2006 0:00;70;547;8
21/12/2007 0:00;22;218;8
06/07/2007 0:00;26;231;8
23/03/2009 0:00;48;273;8
21/12/2007 0:00;19;355;8
21/12/2007 0:00;38;167;8
23/03/2009 0:00;39;252;8
27/07/2022 0:00;51;506;4
25/09/2018 0:00;54;219;4
31/05/2019 0:00;46;213;4
29/01/2019 0:00;21;419;4
07/02/2020 0:00;55;161;4
26/06/2020 0:00;54;343;4
07/02/2020 0:00;63;428;4
27/07/2022 0:00;52;440;4
27/07/2022 0:00;55;387;4
27/07/2022 0:00;30;473;4
27/07/2022 0:00;25;270;4
27/07/2022 0:00;30;257;4
27/07/2022 0:00;32;496;4
27/07/2022 0:00;60;456;4
27/07/2022 0:00;38;247;4
27/07/2022 0:00;37;547;4
27/07/2022 0:00;41;303;4
27/07/2022 0:00;18;219;4
27/07/2022 0:00;41;303;4
27/07/2022 0:00;51;290;4
27/07/2022 0:00;62;530;4
27/07/2022 0:00;38;468;4
31/08/2016 0:00;66;261;4
15/04/2009 0:00;56;255;8
08/03/2023 0:00;70;649;4
20/11/2008 0:00;58;626;8
21/04/2006 0:00;40;933;8
04/05/2007 0:00;32;832;8
30/10/2009 0:00;55;1008;4
15/04/2009 0:00;39;679;8
09/02/2021 0:00;63;698;4
28/10/2014 0:00;38;1137;4
15/04/2009 0:00;37;644;8
21/04/2006 0:00;49;626;8
15/04/2009 0:00;44;977;8
18/12/2005 0:00;58;857;8
15/04/2009 0:00;34;838;8
18/12/2005 0:00;28;690;8
28/10/2014 0:00;59;671;4
15/04/2009 0:00;35;598;8
22/12/2006 0:00;43;698;8
30/04/2018 0:00;57;720;4
24/04/2013 0:00;56;597;4
18/12/2005 0:00;36;924;8
05/02/2008 0:00;35;714;8
15/04/2009 0:00;44;846;8
15/04/2009 0:00;52;848;8
29/11/2012 0:00;45;901;4
04/05/2007 0:00;35;962;8
21/04/2006 0:00;26;647;8
21/04/2006 0:00;33;616;8
05/02/2008 0:00;42;1177;8
22/12/2006 0:00;54;759;8
22/12/2006 0:00;48;797;8
15/04/2009 0:00;36;859;8
28/08/2006 0:00;33;729;8
15/04/2009 0:00;51;611;8
05/02/2008 0:00;49;867;8
17/09/2007 0:00;31;933;8
05/02/2008 0:00;50;1053;8
05/02/2008 0:00;44;903;8
05/02/2008 0:00;20;1139;8
20/11/2008 0:00;43;697;8
30/06/2008 0:00;31;555;8
15/04/2009 0:00;34;804;8
15/04/2009 0:00;47;1112;8
24/04/2013 0:00;59;984;4
06/08/2010 0:00;38;592;4
17/06/2021 0:00;46;704;4
20/11/2008 0:00;41;714;8
30/04/2014 0:00;59;841;4
15/04/2009 0:00;26;658;8
30/10/2009 0:00;38;742;4
20/12/2010 0:00;45;1030;4
30/09/2020 0:00;67;887;4
19/12/2013 0:00;72;361;4
24/04/2013 0:00;43;343;4
24/04/2013 0:00;36;318;4
20/12/2010 0:00;31;392;4
09/09/2019 0:00;61;228;4
29/11/2012 0:00;35;506;4
24/04/2013 0:00;42;562;4
20/12/2010 0:00;38;416;4
30/09/2020 0:00;74;224;4
29/11/2012 0:00;57;311;4
13/01/2020 0:00;55;371;4
19/05/2011 0:00;57;445;4
08/03/2023 0:00;64;243;4
24/04/2013 0:00;66;435;4
24/04/2013 0:00;44;404;4
24/04/2013 0:00;55;388;4
17/06/2021 0:00;63;370;4
08/03/2023 0:00;62;221;4
08/03/2023 0:00;61;281;4
29/08/2013 0:00;60;461;4
30/04/2014 0:00;46;267;4
30/04/2014 0:00;39;474;4
19/12/2013 0:00;42;221;4
23/02/2022 0:00;58;224;4
30/04/2019 0:00;47;404;4
13/01/2020 0:00;37;344;4
08/03/2023 0:00;53;445;4
02/05/2017 0:00;31;304;4
28/12/2017 0:00;55;192;4
08/03/2023 0:00;29;295;4
28/12/2017 0:00;26;244;4
21/10/2021 0:00;81;505;4
08/03/2023 0:00;37;172;4
28/12/2018 0:00;54;298;4
30/09/2020 0:00;55;215;4
28/12/2018 0:00;29;560;4
30/04/2019 0:00;51;179;4
30/04/2018 0:00;45;223;4
31/08/2018 0:00;18;302;4
28/12/2018 0:00;28;444;4
23/02/2022 0:00;66;222;4
08/03/2023 0:00;64;239;4
08/03/2023 0:00;54;292;4
13/01/2020 0:00;69;373;4
13/01/2020 0:00;22;279;4
09/02/2021 0:00;41;303;4
08/03/2023 0:00;58;227;4
08/03/2023 0:00;53;342;4
08/03/2023 0:00;61;429;4
30/06/2011 0:00;38;392;4
30/05/2008 0:00;58;545;8
23/09/2005 0:00;41;195;8
23/09/2005 0:00;55;269;8
10/10/2006 0:00;36;295;8
11/12/2015 0:00;45;253;4
10/10/2006 0:00;57;347;8
13/12/2007 0:00;67;305;8
14/11/2012 0:00;55;265;4
01/09/2017 0:00;54;387;4
10/10/2006 0:00;46;194;8
26/01/2006 0:00;43;355;8
10/10/2006 0:00;50;272;8
22/02/2007 0:00;47;274;8
10/10/2006 0:00;64;160;8
23/09/2005 0:00;54;366;8
26/01/2006 0:00;53;295;8
23/09/2005 0:00;47;232;8
19/07/2007 0:00;30;435;8
19/07/2007 0:00;59;370;8
22/02/2007 0:00;50;328;8
29/09/2008 0:00;37;342;8
22/02/2007 0:00;27;401;8
06/07/2010 0:00;48;363;4
26/05/2009 0:00;36;245;8
22/12/2008 0:00;53;317;8
01/10/2009 0:00;43;333;4
07/11/2019 0:00;53;475;4
01/10/2009 0:00;53;402;4
01/10/2009 0:00;51;327;4
01/10/2009 0:00;25;516;4
01/10/2009 0:00;45;193;4
01/10/2009 0:00;20;444;4
06/07/2010 0:00;35;264;4
12/08/2014 0:00;53;224;4
30/11/2013 0:00;37;355;4
02/03/2023 0:00;57;311;4
09/03/2011 0:00;23;386;4
15/03/2012 0:00;51;270;4
11/11/2011 0:00;56;272;4
15/03/2012 0:00;22;218;4
11/11/2011 0:00;41;317;4
02/03/2023 0:00;68;378;4
19/07/2012 0:00;32;476;4
15/03/2012 0:00;19;260;4
19/07/2012 0:00;49;234;4
11/11/2011 0:00;29;362;4
28/04/2016 0:00;22;511;4
26/01/2018 0:00;27;499;4
23/11/2012 0:00;40;332;4
16/12/2014 0:00;44;327;4
31/07/2013 0:00;48;321;4
16/02/2021 0:00;47;314;4
27/08/2015 0:00;21;393;4
08/04/2014 0:00;23;175;4
28/04/2016 0:00;68;310;4
27/03/2013 0:00;49;263;4
16/05/2017 0:00;67;536;4
19/07/2012 0:00;52;312;4
12/08/2014 0:00;30;431;4
31/07/2013 0:00;39;262;4
30/11/2013 0:00;25;409;4
23/12/2015 0:00;30;307;4
30/11/2013 0:00;40;510;4
27/03/2013 0:00;44;370;4
27/08/2015 0:00;43;250;4
20/10/2021 0:00;41;537;4
22/12/2016 0:00;53;352;4
29/09/2020 0:00;29;430;4
24/04/2015 0:00;47;581;4
30/05/2018 0:00;40;399;4
23/12/2015 0:00;36;326;4
26/01/2018 0:00;50;191;4
16/12/2014 0:00;31;425;4
02/03/2023 0:00;44;345;4
04/10/2018 0:00;24;460;4
27/08/2015 0:00;47;516;4
16/12/2014 0:00;32;260;4
13/02/2019 0:00;49;435;4
27/08/2015 0:00;46;441;4
22/12/2016 0:00;38;264;4
29/08/2016 0:00;51;469;4
23/12/2015 0:00;43;289;4
23/12/2015 0:00;40;213;4
22/12/2016 0:00;52;258;4
13/02/2019 0:00;24;333;4
29/08/2016 0:00;20;403;4
22/12/2016 0:00;58;236;4
22/12/2016 0:00;22;354;4
30/05/2018 0:00;48;419;4
22/09/2017 0:00;35;354;4
16/05/2017 0:00;45;380;4
27/06/2022 0:00;27;180;4
16/03/2020 0:00;57;392;4
02/03/2023 0:00;51;203;4
26/06/2019 0:00;20;279;4
07/11/2019 0:00;29;248;4
20/10/2021 0:00;50;278;4
30/05/2018 0:00;40;431;4
16/02/2021 0:00;27;403;4
13/02/2019 0:00;54;240;4
16/03/2020 0:00;34;495;4
26/06/2019 0:00;23;228;4
04/10/2018 0:00;57;206;4
13/02/2019 0:00;31;422;4
04/10/2018 0:00;28;414;4
02/03/2023 0:00;33;268;4
26/06/2019 0:00;50;395;4
26/06/2019 0:00;31;172;4
13/02/2019 0:00;49;181;4
02/03/2023 0:00;21;385;4
02/03/2023 0:00;23;471;4
27/06/2022 0:00;38;613;4
31/10/2022 0:00;44;453;4
02/03/2023 0:00;19;203;4
02/03/2023 0:00;33;372;4
02/03/2023 0:00;26;526;4
14/12/2005 0:00;48;177;8
26/04/2023 0:00;79;566;4
22/12/2006 0:00;54;496;8
17/03/2021 0:00;71;326;4
26/04/2023 0:00;59;231;4
05/06/2008 0:00;54;350;8
19/08/2010 0:00;25;186;4
15/10/2008 0:00;40;297;8
14/03/2013 0:00;51;190;4
08/07/2020 0:00;77;391;4
26/04/2023 0:00;51;411;4
15/10/2008 0:00;51;483;8
14/12/2005 0:00;40;346;8
31/03/2010 0:00;36;302;4
26/04/2023 0:00;55;383;4
31/08/2006 0:00;40;309;8
14/12/2005 0:00;70;506;8
29/03/2022 0:00;81;377;4
27/04/2006 0:00;36;450;8
05/06/2008 0:00;51;545;8
14/12/2005 0:00;33;237;8
31/01/2014 0:00;39;506;4
14/12/2005 0:00;33;437;8
15/10/2008 0:00;32;378;8
27/04/2006 0:00;41;514;8
31/03/2010 0:00;53;211;4
26/11/2014 0:00;74;220;4
20/09/2007 0:00;51;193;8
02/07/2009 0:00;46;261;8
02/05/2007 0:00;35;505;8
02/05/2007 0:00;34;402;8
14/03/2013 0:00;50;468;4
26/04/2023 0:00;76;348;4
03/08/2022 0:00;78;381;4
03/04/2007 0:00;34;502;8
03/04/2007 0:00;40;286;8
03/04/2007 0:00;29;234;8
04/04/2007 0:00;39;265;8
16/04/2015 0:00;45;379;4
22/03/2023 0:00;48;456;4
27/07/2006 0:00;32;492;8
04/02/2011 0:00;56;460;4
24/05/2010 0:00;48;369;4
15/01/2010 0:00;44;229;4
26/08/2016 0:00;46;248;4
07/08/2007 0:00;55;322;8
22/03/2023 0:00;58;402;4
25/11/2005 0:00;33;458;8
25/11/2005 0:00;58;554;8
22/06/2011 0:00;44;238;4
07/08/2007 0:00;49;234;8
07/05/2009 0:00;43;368;8
04/02/2011 0:00;53;501;4
04/02/2011 0:00;56;535;4
25/11/2005 0:00;45;204;8
07/08/2007 0:00;53;482;8
18/04/2008 0:00;47;184;8
27/07/2006 0:00;62;222;8
11/09/2009 0:00;42;197;4
22/03/2023 0:00;57;214;4
07/08/2007 0:00;40;231;8
15/03/2013 0:00;25;205;4
29/03/2006 0:00;40;428;8
25/07/2014 0:00;43;421;4
18/04/2008 0:00;29;221;8
18/04/2008 0:00;59;211;8
14/12/2007 0:00;39;317;8
04/02/2011 0:00;37;592;4
16/08/2017 0:00;70;521;4
21/02/2020 0:00;73;458;4
04/02/2011 0:00;43;324;4
24/05/2010 0:00;34;411;4
24/05/2010 0:00;59;366;4
21/02/2020 0:00;62;501;4
22/03/2023 0:00;64;569;4
12/02/2019 0:00;38;255;4
