Ideconomico;FechaPrestamo;EdadPrestamo;MontoPrestado;Cuotas;;;;
3503;22/06/2006 0:00;68;439;8;;;;
3504;22/06/2006 0:00;42;454;8;;;;
3505;22/06/2006 0:00;53;307;8;;;;
3506;22/06/2006 0:00;23;328;8;;;;
3507;24/03/2021 0:00;49;359;4;;;;
3508;19/09/2006 0:00;38;333;8;;;;
3509;30/06/2015 0:00;50;536;4;;;;
3510;08/11/2013 0:00;47;555;4;;;;
3511;20/04/2006 0:00;34;237;8;;;;
3512;24/04/2012 0:00;41;534;4;;;;
3513;05/12/2005 0:00;64;214;8;;;;
3514;05/12/2005 0:00;19;499;8;;;;
3515;20/04/2006 0:00;34;222;8;;;;
3516;19/09/2006 0:00;37;296;8;;;;
3517;20/04/2006 0:00;35;408;8;;;;
3518;02/02/2007 0:00;40;555;8;;;;
3519;05/12/2005 0:00;41;259;8;;;;
3520;03/09/2021 0:00;85;351;4;;;;
3521;03/09/2021 0:00;50;382;4;;;;
3522;14/03/2008 0:00;52;312;8;;;;
3523;20/04/2006 0:00;34;529;8;;;;
3524;20/04/2006 0:00;20;392;8;;;;
3525;19/09/2006 0:00;22;455;8;;;;
3526;20/04/2006 0:00;30;473;8;;;;
3527;03/09/2021 0:00;47;338;4;;;;
3528;20/04/2006 0:00;37;228;8;;;;
3529;03/09/2021 0:00;37;393;4;;;;
3530;03/09/2021 0:00;78;418;4;;;;
3531;19/09/2006 0:00;26;244;8;;;;
3532;30/06/2015 0:00;61;327;4;;;;
3533;02/02/2007 0:00;31;456;8;;;;
3534;20/04/2006 0:00;52;218;8;;;;
3535;31/01/2011 0:00;48;554;4;;;;
3536;31/01/2011 0:00;30;308;4;;;;
3537;27/06/2007 0:00;57;283;8;;;;
3538;02/02/2007 0:00;32;407;8;;;;
3539;12/09/2012 0:00;47;371;4;;;;
3540;02/02/2007 0:00;32;376;8;;;;
3541;02/02/2007 0:00;31;326;8;;;;
3542;07/11/2007 0:00;25;402;8;;;;
3543;14/03/2008 0:00;33;342;8;;;;
3544;26/09/2014 0:00;34;451;4;;;;
3545;31/01/2011 0:00;52;282;4;;;;
3546;18/12/2009 0:00;21;440;4;;;;
3547;26/11/2008 0:00;43;374;8;;;;
3548;18/12/2009 0:00;45;443;4;;;;
3549;03/04/2009 0:00;41;379;8;;;;
3550;31/01/2011 0:00;39;426;4;;;;
3551;25/08/2010 0:00;31;405;4;;;;
3552;25/08/2010 0:00;45;383;4;;;;
3553;31/01/2011 0:00;70;255;4;;;;
3554;25/08/2010 0:00;31;319;4;;;;
3555;31/01/2011 0:00;31;508;4;;;;
3556;31/01/2011 0:00;37;375;4;;;;
3557;03/09/2021 0:00;69;297;4;;;;
3558;30/03/2016 0:00;61;219;4;;;;
3559;01/02/2013 0:00;41;290;4;;;;
3560;08/11/2013 0:00;51;499;4;;;;
3561;03/09/2021 0:00;53;165;4;;;;
3562;03/09/2021 0:00;31;281;4;;;;
3563;05/05/2017 0:00;35;456;4;;;;
3564;02/10/2018 0:00;35;502;4;;;;
3565;03/09/2021 0:00;33;250;4;;;;
3566;16/12/2016 0:00;62;335;4;;;;
3567;10/08/2016 0:00;32;278;4;;;;
3568;05/05/2017 0:00;32;401;4;;;;
3569;02/10/2018 0:00;26;407;4;;;;
3570;01/12/2017 0:00;42;285;4;;;;
3571;02/10/2018 0:00;33;167;4;;;;
3572;05/05/2017 0:00;24;339;4;;;;
3573;03/09/2021 0:00;47;467;4;;;;
3574;06/04/2018 0:00;27;437;4;;;;
3575;28/08/2019 0:00;20;213;4;;;;
3576;02/10/2018 0:00;33;602;4;;;;
3577;03/09/2021 0:00;50;277;4;;;;
3578;03/09/2021 0:00;49;283;4;;;;
3579;29/09/2006 0:00;31;263;8;;;;
3580;12/03/2013 0:00;59;485;4;;;;
3581;27/11/2009 0:00;47;216;4;;;;
3582;21/03/2007 0:00;48;370;8;;;;
3583;11/01/2008 0:00;47;495;8;;;;
3584;17/01/2006 0:00;24;212;8;;;;
3585;27/11/2009 0:00;50;462;4;;;;
3586;27/11/2009 0:00;45;477;4;;;;
3587;17/01/2006 0:00;29;258;8;;;;
3588;29/09/2006 0:00;45;482;8;;;;
3589;22/08/2007 0:00;47;497;8;;;;
3590;23/08/2010 0:00;46;226;4;;;;
3591;29/09/2006 0:00;44;305;8;;;;
3592;17/01/2006 0:00;47;379;8;;;;
3593;21/03/2007 0:00;75;324;8;;;;
3594;29/09/2006 0:00;27;369;8;;;;
3595;15/12/2011 0:00;62;186;4;;;;
3596;29/09/2006 0:00;45;427;8;;;;
3597;29/09/2006 0:00;52;442;8;;;;
3598;21/03/2007 0:00;42;350;8;;;;
3599;29/09/2006 0:00;49;190;8;;;;
3600;29/09/2006 0:00;70;544;8;;;;
3601;02/02/2011 0:00;41;520;4;;;;
3602;17/07/2009 0:00;30;199;8;;;;
3603;17/07/2009 0:00;52;440;8;;;;
3604;17/07/2009 0:00;46;424;8;;;;
3605;11/01/2008 0:00;27;446;8;;;;
3606;29/09/2006 0:00;28;166;8;;;;
3607;17/07/2009 0:00;35;534;8;;;;
3608;21/03/2007 0:00;37;525;8;;;;
3609;27/02/2009 0:00;54;187;8;;;;
3610;21/03/2007 0:00;42;343;8;;;;
3611;26/06/2008 0:00;47;226;8;;;;
3612;29/09/2006 0:00;33;571;8;;;;
3613;29/09/2006 0:00;37;189;8;;;;
3614;26/06/2008 0:00;42;478;8;;;;
3615;29/09/2006 0:00;46;554;8;;;;
3616;21/03/2007 0:00;38;538;8;;;;
3617;12/03/2013 0:00;66;252;4;;;;
3618;12/03/2013 0:00;68;520;4;;;;
3619;27/04/2012 0:00;61;244;4;;;;
3620;12/03/2013 0:00;23;379;4;;;;
3621;11/01/2008 0:00;30;204;8;;;;
3622;22/07/2011 0:00;40;331;4;;;;
3623;12/03/2013 0:00;50;357;4;;;;
3624;27/11/2009 0:00;38;276;4;;;;
3625;26/06/2008 0:00;23;254;8;;;;
3626;17/07/2009 0:00;41;879;8;;;;
3627;12/03/2013 0:00;34;1018;4;;;;
3628;29/10/2008 0:00;29;787;8;;;;
3629;29/10/2008 0:00;30;808;8;;;;
3630;29/10/2008 0:00;36;592;8;;;;
3631;27/11/2009 0:00;24;1092;4;;;;
3632;02/02/2011 0:00;43;710;4;;;;
3633;27/11/2009 0:00;45;455;4;;;;
3634;27/11/2009 0:00;31;845;4;;;;
3635;12/03/2013 0:00;47;708;4;;;;
3636;27/11/2009 0:00;30;710;4;;;;
3637;27/11/2009 0:00;31;938;4;;;;
3638;27/11/2009 0:00;51;860;4;;;;
3639;27/11/2009 0:00;28;618;4;;;;
3640;22/07/2011 0:00;34;186;4;;;;
3641;12/03/2013 0:00;31;423;4;;;;
3642;12/03/2013 0:00;48;385;4;;;;
3643;23/08/2010 0:00;45;358;4;;;;
3644;23/08/2010 0:00;41;335;4;;;;
3645;23/08/2010 0:00;34;512;4;;;;
3646;12/03/2013 0:00;32;568;4;;;;
3647;15/12/2011 0:00;52;353;4;;;;
3648;22/07/2011 0:00;54;200;4;;;;
3649;12/03/2013 0:00;29;255;4;;;;
3650;12/03/2013 0:00;33;288;4;;;;
3651;12/03/2013 0:00;37;227;4;;;;
3652;04/07/2007 0:00;47;383;8;;;;
3653;05/02/2007 0:00;26;240;8;;;;
3654;18/01/2006 0:00;38;262;8;;;;
3655;04/07/2007 0:00;44;419;8;;;;
3656;18/01/2006 0:00;20;437;8;;;;
3657;05/02/2007 0:00;41;339;8;;;;
3658;05/02/2007 0:00;31;250;8;;;;
3659;04/07/2007 0:00;36;281;8;;;;
3660;04/07/2007 0:00;30;429;8;;;;
3661;29/09/2006 0:00;21;614;8;;;;
3662;27/05/2006 0:00;54;250;8;;;;
3663;04/07/2007 0:00;49;347;8;;;;
3664;29/09/2006 0:00;52;247;8;;;;
3665;04/07/2007 0:00;41;323;8;;;;
3666;04/07/2007 0:00;25;178;8;;;;
3667;04/07/2007 0:00;47;314;8;;;;
3668;27/05/2006 0:00;51;233;8;;;;
3669;29/09/2006 0:00;45;513;8;;;;
3670;05/02/2007 0:00;66;247;8;;;;
3671;05/02/2007 0:00;35;513;8;;;;
3672;27/05/2006 0:00;35;439;8;;;;
3673;04/07/2007 0:00;35;303;8;;;;
3674;04/07/2007 0:00;22;320;8;;;;
3675;05/02/2007 0:00;32;242;8;;;;
3676;05/02/2007 0:00;30;419;8;;;;
3677;04/07/2007 0:00;37;401;8;;;;
3678;04/07/2007 0:00;31;513;8;;;;
3679;04/07/2007 0:00;43;540;8;;;;
3680;04/07/2007 0:00;45;415;8;;;;
3681;04/07/2007 0:00;37;319;8;;;;
3682;04/07/2007 0:00;26;474;8;;;;
3683;23/03/2023 0:00;77;557;4;;;;
3684;25/04/2007 0:00;39;331;8;;;;
3685;18/12/2014 0:00;62;223;4;;;;
3686;23/03/2023 0:00;75;456;4;;;;
3687;15/10/2020 0:00;43;283;4;;;;
3688;06/11/2008 0:00;46;475;8;;;;
3689;06/11/2008 0:00;44;298;8;;;;
3690;19/05/2018 0:00;39;318;4;;;;
3691;25/04/2007 0:00;26;226;8;;;;
3692;25/06/2009 0:00;41;347;8;;;;
3693;06/11/2008 0:00;23;158;8;;;;
3694;06/11/2008 0:00;35;523;8;;;;
3695;21/02/2019 0:00;56;166;4;;;;
3696;25/06/2009 0:00;74;176;8;;;;
3697;04/10/2018 0:00;40;313;4;;;;
3698;07/03/2014 0:00;30;351;4;;;;
3699;06/11/2008 0:00;37;323;8;;;;
3700;25/06/2009 0:00;40;332;8;;;;
3701;25/04/2007 0:00;32;171;8;;;;
3702;03/04/2012 0:00;50;382;4;;;;
3703;22/03/2006 0:00;21;425;8;;;;
3704;30/01/2008 0:00;35;261;8;;;;
3705;25/04/2007 0:00;30;333;8;;;;
3706;13/09/2007 0:00;42;283;8;;;;
3707;22/02/2021 0:00;43;395;4;;;;
3708;06/11/2008 0:00;36;226;8;;;;
3709;13/09/2007 0:00;49;421;8;;;;
3710;28/02/2020 0:00;57;379;4;;;;
3711;19/06/2008 0:00;36;351;8;;;;
3712;19/06/2008 0:00;36;322;8;;;;
3713;13/09/2007 0:00;35;423;8;;;;
3714;06/11/2008 0:00;25;427;8;;;;
3715;28/02/2020 0:00;61;390;4;;;;
3716;23/03/2023 0:00;68;299;4;;;;
3717;06/11/2008 0:00;40;515;8;;;;
3718;24/08/2017 0:00;51;494;4;;;;
3719;06/11/2008 0:00;32;473;8;;;;
3720;19/12/2009 0:00;39;249;4;;;;
3721;06/11/2008 0:00;34;295;8;;;;
3722;23/03/2023 0:00;70;266;4;;;;
3723;19/05/2018 0:00;27;423;4;;;;
3724;21/02/2019 0:00;46;462;4;;;;
3725;22/02/2021 0:00;71;385;4;;;;
3726;23/03/2023 0:00;66;246;4;;;;
3727;29/02/2016 0:00;32;394;4;;;;
3728;25/10/2019 0:00;22;186;4;;;;
3729;28/02/2020 0:00;56;281;4;;;;
3730;19/05/2018 0:00;47;292;4;;;;
3731;08/03/2022 0:00;34;383;4;;;;
3732;27/06/2019 0:00;44;269;4;;;;
3733;23/03/2023 0:00;38;198;4;;;;
3734;23/03/2023 0:00;41;425;4;;;;
3735;28/02/2020 0:00;27;488;4;;;;
3736;23/03/2023 0:00;41;540;4;;;;
3737;15/10/2020 0:00;47;333;4;;;;
3738;23/03/2023 0:00;36;290;4;;;;
3739;23/03/2023 0:00;44;334;4;;;;
3740;23/03/2023 0:00;45;365;4;;;;
3741;23/03/2023 0:00;32;509;4;;;;
3742;23/03/2023 0:00;52;276;4;;;;
3743;23/03/2023 0:00;76;525;4;;;;
3744;23/03/2023 0:00;44;205;4;;;;
3745;23/03/2023 0:00;52;231;4;;;;
3746;25/05/2011 0:00;46;381;4;;;;
3747;21/03/2012 0:00;44;574;4;;;;
3748;21/03/2012 0:00;36;268;4;;;;
3749;30/12/2009 0:00;44;264;4;;;;
3750;18/06/2009 0:00;30;246;8;;;;
3751;16/04/2008 0:00;46;173;8;;;;
3752;11/05/2006 0:00;33;350;8;;;;
3753;29/08/2006 0:00;51;356;8;;;;
3754;23/12/2008 0:00;32;448;8;;;;
3755;16/04/2008 0:00;40;420;8;;;;
3756;16/04/2008 0:00;58;412;8;;;;
3757;11/05/2006 0:00;40;316;8;;;;
3758;21/03/2012 0:00;40;431;4;;;;
3759;30/12/2009 0:00;33;500;4;;;;
3760;30/12/2009 0:00;38;171;4;;;;
3761;29/08/2006 0:00;21;570;8;;;;
3762;14/04/2007 0:00;24;228;8;;;;
3763;21/03/2012 0:00;60;437;4;;;;
3764;29/08/2006 0:00;36;552;8;;;;
3765;23/12/2008 0:00;32;415;8;;;;
3766;21/03/2012 0:00;63;422;4;;;;
3767;30/12/2009 0:00;65;219;4;;;;
3768;29/08/2006 0:00;50;246;8;;;;
3769;03/09/2010 0:00;50;470;4;;;;
3770;21/03/2012 0:00;40;330;4;;;;
3771;03/09/2010 0:00;43;395;4;;;;
3772;21/08/2008 0:00;52;373;8;;;;
3773;16/08/2007 0:00;39;359;8;;;;
3774;03/09/2010 0:00;29;190;4;;;;
3775;21/08/2008 0:00;30;418;8;;;;
3776;14/12/2007 0:00;31;427;8;;;;
3777;18/06/2009 0:00;25;306;8;;;;
3778;23/12/2008 0:00;22;352;8;;;;
3779;30/12/2009 0:00;30;311;4;;;;
3780;20/10/2011 0:00;44;391;4;;;;
3781;23/12/2008 0:00;22;334;8;;;;
3782;21/03/2012 0:00;35;410;4;;;;
3783;21/03/2012 0:00;37;458;4;;;;
3784;30/12/2009 0:00;20;463;4;;;;
3785;21/03/2012 0:00;36;380;4;;;;
3786;13/01/2011 0:00;25;167;4;;;;
3787;13/01/2011 0:00;34;209;4;;;;
3788;21/03/2012 0:00;46;268;4;;;;
3789;30/12/2009 0:00;47;529;4;;;;
3790;25/05/2011 0:00;28;211;4;;;;
3791;13/01/2011 0:00;22;481;4;;;;
3792;21/03/2012 0:00;24;495;4;;;;
3793;13/01/2011 0:00;20;446;4;;;;
3794;21/03/2012 0:00;35;418;4;;;;
3795;21/03/2012 0:00;65;493;4;;;;
3796;21/03/2012 0:00;28;488;4;;;;
3797;28/05/2015 0:00;54;539;4;;;;
3798;28/05/2015 0:00;52;298;4;;;;
3799;03/05/2011 0:00;38;328;4;;;;
3800;04/09/2014 0:00;35;503;4;;;;
3801;28/05/2015 0:00;43;519;4;;;;
3802;25/06/2007 0:00;49;361;8;;;;
3803;25/10/2007 0:00;46;474;8;;;;
3804;20/02/2007 0:00;37;254;8;;;;
3805;28/02/2008 0:00;56;432;8;;;;
3806;17/12/2010 0:00;31;371;4;;;;
3807;25/06/2007 0:00;43;390;8;;;;
3808;19/06/2006 0:00;31;442;8;;;;
3809;28/05/2015 0:00;37;509;4;;;;
3810;30/05/2012 0:00;38;211;4;;;;
3811;28/05/2015 0:00;54;381;4;;;;
3812;25/06/2007 0:00;25;246;8;;;;
3813;30/05/2012 0:00;30;492;4;;;;
3814;28/02/2008 0:00;42;599;8;;;;
3815;10/08/2010 0:00;25;415;4;;;;
3816;20/02/2007 0:00;29;474;8;;;;
3817;02/07/2008 0:00;45;295;8;;;;
3818;25/10/2007 0:00;21;450;8;;;;
3819;13/11/2012 0:00;52;295;4;;;;
3820;28/02/2008 0:00;34;535;8;;;;
3821;28/02/2008 0:00;58;512;8;;;;
3822;02/07/2008 0:00;38;248;8;;;;
3823;04/09/2014 0:00;39;377;4;;;;
3824;16/03/2009 0:00;38;425;8;;;;
3825;28/05/2015 0:00;39;320;4;;;;
3826;06/04/2010 0:00;39;416;4;;;;
3827;22/07/2009 0:00;43;218;8;;;;
3828;05/11/2008 0:00;26;207;8;;;;
3829;05/11/2008 0:00;30;254;8;;;;
3830;22/07/2009 0:00;52;268;8;;;;
3831;27/11/2009 0:00;30;192;4;;;;
3832;16/03/2009 0:00;40;314;8;;;;
3833;20/07/2013 0:00;54;365;4;;;;
3834;16/03/2009 0:00;18;372;8;;;;
3835;04/09/2014 0:00;33;386;4;;;;
3836;27/11/2009 0:00;37;417;4;;;;
3837;28/05/2015 0:00;37;252;4;;;;
3838;17/12/2010 0:00;51;293;4;;;;
3839;28/05/2015 0:00;55;318;4;;;;
3840;13/01/2015 0:00;31;284;4;;;;
3841;18/01/2012 0:00;20;293;4;;;;
3842;16/04/2014 0:00;28;289;4;;;;
3843;30/05/2012 0:00;53;499;4;;;;
3844;15/03/2013 0:00;23;394;4;;;;
3845;30/05/2012 0:00;37;287;4;;;;
3846;30/05/2012 0:00;20;281;4;;;;
3847;28/05/2015 0:00;29;414;4;;;;
3848;28/05/2015 0:00;20;314;4;;;;
3849;16/04/2014 0:00;20;507;4;;;;
3850;26/11/2013 0:00;24;209;4;;;;
3851;28/05/2015 0:00;24;270;4;;;;
3852;31/01/2023 0:00;69;490;4;;;;
3853;31/01/2023 0:00;48;197;4;;;;
3854;31/01/2023 0:00;44;350;4;;;;
3855;28/02/2017 0:00;47;415;4;;;;
3856;18/07/2008 0:00;49;239;8;;;;
3857;14/12/2011 0:00;35;463;4;;;;
3858;19/04/2016 0:00;42;473;4;;;;
3859;28/02/2017 0:00;43;398;4;;;;
3860;13/11/2007 0:00;40;267;8;;;;
3861;17/03/2008 0:00;34;318;8;;;;
3862;19/04/2016 0:00;51;196;4;;;;
3863;31/01/2023 0:00;70;291;4;;;;
3864;05/07/2006 0:00;43;369;8;;;;
3865;03/07/2015 0:00;36;481;4;;;;
3866;07/11/2006 0:00;42;287;8;;;;
3867;07/12/2010 0:00;47;179;4;;;;
3868;11/08/2011 0:00;41;219;4;;;;
3869;30/09/2016 0:00;64;215;4;;;;
3870;19/04/2016 0:00;42;288;4;;;;
3871;18/04/2012 0:00;34;184;4;;;;
3872;27/08/2021 0:00;59;346;4;;;;
3873;31/01/2023 0:00;51;195;4;;;;
3874;19/11/2008 0:00;24;540;8;;;;
3875;19/11/2008 0:00;23;475;8;;;;
3876;27/07/2009 0:00;23;439;8;;;;
3877;23/12/2020 0:00;70;175;4;;;;
3878;03/07/2015 0:00;55;317;4;;;;
3879;30/09/2016 0:00;44;400;4;;;;
3880;18/07/2008 0:00;20;414;8;;;;
3881;19/11/2008 0:00;46;384;8;;;;
3882;29/09/2014 0:00;46;260;4;;;;
3883;23/08/2012 0:00;50;212;4;;;;
3884;14/05/2014 0:00;56;189;4;;;;
3885;31/01/2023 0:00;49;469;4;;;;
3886;29/08/2013 0:00;34;570;4;;;;
3887;31/01/2023 0:00;69;397;4;;;;
3888;29/08/2013 0:00;54;211;4;;;;
3889;21/02/2015 0:00;37;177;4;;;;
3890;06/01/2014 0:00;38;411;4;;;;
3891;28/02/2017 0:00;42;438;4;;;;
3892;29/09/2014 0:00;27;361;4;;;;
3893;20/12/2012 0:00;30;414;4;;;;
3894;20/11/2015 0:00;30;454;4;;;;
3895;19/04/2016 0:00;49;193;4;;;;
3896;31/01/2023 0:00;50;210;4;;;;
3897;31/01/2023 0:00;29;500;4;;;;
3898;31/01/2023 0:00;48;336;4;;;;
3899;19/04/2016 0:00;30;161;4;;;;
3900;02/08/2017 0:00;38;348;4;;;;
3901;31/01/2023 0:00;34;177;4;;;;
3902;28/02/2017 0:00;24;224;4;;;;
3903;31/01/2023 0:00;40;442;4;;;;
3904;25/05/2018 0:00;27;217;4;;;;
3905;25/05/2018 0:00;31;257;4;;;;
3906;31/01/2023 0:00;77;220;4;;;;
3907;30/12/2019 0:00;40;359;4;;;;
3908;31/01/2023 0:00;28;349;4;;;;
3909;31/01/2023 0:00;24;212;4;;;;
3910;31/01/2023 0:00;56;245;4;;;;
3911;31/01/2023 0:00;71;386;4;;;;
3912;31/01/2023 0:00;41;469;4;;;;
3913;30/12/2019 0:00;27;471;4;;;;
3914;31/01/2023 0:00;24;388;4;;;;
3915;20/08/2020 0:00;24;266;4;;;;
3916;31/01/2023 0:00;33;285;4;;;;
3917;31/01/2023 0:00;26;238;4;;;;
3918;31/01/2023 0:00;56;481;4;;;;
3919;31/01/2023 0:00;31;331;4;;;;
3920;27/09/2022 0:00;39;301;4;;;;
3921;31/01/2023 0:00;39;516;4;;;;
3922;31/01/2023 0:00;22;474;4;;;;
3923;14/01/2008 0:00;33;478;8;;;;
3924;21/08/2006 0:00;46;193;8;;;;
3925;11/10/2019 0:00;40;286;4;;;;
3926;21/08/2006 0:00;18;221;8;;;;
3927;21/08/2006 0:00;34;433;8;;;;
3928;21/08/2006 0:00;39;214;8;;;;
3929;31/03/2023 0:00;58;246;4;;;;
3930;06/02/2010 0:00;27;330;4;;;;
3931;14/01/2008 0:00;24;457;8;;;;
3932;11/10/2019 0:00;57;254;4;;;;
3933;04/05/2007 0:00;38;336;8;;;;
3934;05/09/2018 0:00;54;397;4;;;;
3935;25/02/2020 0:00;73;299;4;;;;
3936;21/08/2006 0:00;22;490;8;;;;
3937;04/05/2007 0:00;32;521;8;;;;
3938;09/03/2011 0:00;41;526;4;;;;
3939;17/06/2010 0:00;30;447;4;;;;
3940;25/02/2020 0:00;59;440;4;;;;
3941;31/03/2023 0:00;65;363;4;;;;
3942;04/05/2007 0:00;34;462;8;;;;
3943;23/01/2009 0:00;21;431;8;;;;
3944;04/05/2007 0:00;37;426;8;;;;
3945;14/01/2008 0:00;43;371;8;;;;
3946;04/05/2007 0:00;69;419;8;;;;
3947;17/03/2022 0:00;51;590;4;;;;
3948;06/02/2010 0:00;45;168;4;;;;
3949;28/10/2010 0:00;49;400;4;;;;
3950;31/03/2023 0:00;61;172;4;;;;
3951;31/03/2023 0:00;58;297;4;;;;
3952;30/04/2018 0:00;34;260;4;;;;
3953;09/03/2011 0:00;45;278;4;;;;
3954;23/01/2009 0:00;45;237;8;;;;
3955;19/01/2013 0:00;24;285;4;;;;
3956;28/10/2010 0:00;68;258;4;;;;
3957;31/03/2023 0:00;54;407;4;;;;
3958;17/06/2010 0:00;42;256;4;;;;
3959;23/01/2009 0:00;47;426;8;;;;
3960;31/03/2023 0:00;67;228;4;;;;
3961;17/06/2010 0:00;24;394;4;;;;
3962;06/02/2010 0:00;22;270;4;;;;
3963;31/03/2023 0:00;44;314;4;;;;
3964;05/09/2018 0:00;62;555;4;;;;
3965;09/03/2011 0:00;34;236;4;;;;
3966;31/03/2023 0:00;47;165;4;;;;
3967;07/09/2012 0:00;23;337;4;;;;
3968;11/10/2019 0:00;49;287;4;;;;
3969;13/06/2013 0:00;37;370;4;;;;
3970;20/07/2011 0:00;20;509;4;;;;
3971;30/04/2018 0:00;29;233;4;;;;
3972;06/12/2011 0:00;28;551;4;;;;
3973;31/03/2023 0:00;36;196;4;;;;
3974;22/07/2014 0:00;48;325;4;;;;
3975;18/08/2017 0:00;32;194;4;;;;
3976;19/05/2016 0:00;23;364;4;;;;
3977;26/10/2013 0:00;48;485;4;;;;
3978;12/11/2021 0:00;27;181;4;;;;
3979;23/02/2017 0:00;27;271;4;;;;
3980;05/09/2018 0:00;35;300;4;;;;
3981;11/01/2019 0:00;33;251;4;;;;
3982;11/01/2019 0:00;34;291;4;;;;
3983;30/09/2016 0:00;30;497;4;;;;
3984;31/03/2023 0:00;44;479;4;;;;
3985;21/12/2017 0:00;22;472;4;;;;
3986;11/01/2019 0:00;33;315;4;;;;
3987;31/05/2019 0:00;24;249;4;;;;
3988;25/02/2020 0:00;22;337;4;;;;
3989;31/03/2023 0:00;46;434;4;;;;
3990;31/03/2023 0:00;59;421;4;;;;
3991;31/03/2023 0:00;25;364;4;;;;
3992;31/03/2023 0:00;55;302;4;;;;
3993;25/02/2020 0:00;31;369;4;;;;
3994;11/10/2019 0:00;22;492;4;;;;
3995;31/03/2023 0:00;56;208;4;;;;
3996;31/03/2023 0:00;34;434;4;;;;
3997;31/03/2023 0:00;50;208;4;;;;
3998;31/03/2023 0:00;56;343;4;;;;
3999;31/03/2023 0:00;21;446;4;;;;
4000;31/03/2023 0:00;72;597;4;;;;
4001;21/07/2022 0:00;62;357;4;;;;
4002;31/03/2023 0:00;26;456;4;;;;
4003;31/03/2023 0:00;31;172;4;;;;
4004;28/11/2022 0:00;42;409;4;;;;
4005;30/05/2011 0:00;48;462;4;;;;
4006;22/01/2009 0:00;36;249;8;;;;
4007;31/03/2010 0:00;53;573;4;;;;
4008;05/11/2009 0:00;25;289;4;;;;
4009;10/05/2007 0:00;30;184;8;;;;
4010;23/09/2010 0:00;51;515;4;;;;
4011;31/03/2010 0:00;49;219;4;;;;
4012;15/01/2007 0:00;50;293;8;;;;
4013;30/05/2011 0:00;42;283;4;;;;
4014;10/05/2007 0:00;29;356;8;;;;
4015;30/05/2011 0:00;53;351;4;;;;
4016;05/11/2009 0:00;59;272;4;;;;
4017;30/05/2011 0:00;57;315;4;;;;
4018;10/06/2009 0:00;22;557;8;;;;
4019;16/09/2008 0:00;23;332;8;;;;
4020;13/09/2007 0:00;31;344;8;;;;
4021;31/03/2010 0:00;50;250;4;;;;
4022;22/01/2009 0:00;57;379;8;;;;
4023;18/01/2008 0:00;45;432;8;;;;
4024;23/09/2010 0:00;53;258;4;;;;
4025;10/05/2007 0:00;31;214;8;;;;
4026;23/09/2010 0:00;34;366;4;;;;
4027;30/05/2011 0:00;46;302;4;;;;
4028;23/09/2010 0:00;31;238;4;;;;
4029;31/03/2010 0:00;41;473;4;;;;
4030;31/03/2010 0:00;27;422;4;;;;
4031;23/09/2010 0:00;58;253;4;;;;
4032;10/06/2009 0:00;47;344;8;;;;
4033;31/03/2010 0:00;25;429;4;;;;
4034;31/03/2010 0:00;41;259;4;;;;
4035;23/09/2010 0:00;26;547;4;;;;
4036;30/05/2011 0:00;35;335;4;;;;
4037;23/09/2010 0:00;51;495;4;;;;
4038;23/09/2010 0:00;23;546;4;;;;
4039;30/05/2011 0:00;54;397;4;;;;
4040;30/05/2011 0:00;33;547;4;;;;
4041;30/05/2011 0:00;19;236;4;;;;
4042;23/09/2010 0:00;41;216;4;;;;
4043;30/05/2011 0:00;45;267;4;;;;
4044;16/10/2006 0:00;26;275;8;;;;
4045;20/02/2007 0:00;39;257;8;;;;
4046;09/12/2010 0:00;42;214;4;;;;
4047;26/06/2009 0:00;32;331;8;;;;
4048;05/05/2011 0:00;57;521;4;;;;
4049;05/05/2011 0:00;43;163;4;;;;
4050;05/05/2011 0:00;39;321;4;;;;
4051;05/05/2011 0:00;42;259;4;;;;
4052;03/08/2010 0:00;35;477;4;;;;
4053;09/12/2010 0:00;41;474;4;;;;
4054;18/03/2010 0:00;29;360;4;;;;
4055;18/03/2010 0:00;45;1223;4;;;;
4056;09/12/2010 0:00;30;760;4;;;;
4057;09/12/2010 0:00;35;849;4;;;;
4058;09/12/2010 0:00;29;916;4;;;;
4059;05/05/2011 0:00;44;468;4;;;;
4060;15/03/2019 0:00;69;1045;4;;;;
4061;17/11/2011 0:00;64;1100;4;;;;
4062;15/03/2019 0:00;37;678;4;;;;
4063;20/12/2017 0:00;61;848;4;;;;
4064;18/06/2008 0:00;22;1023;8;;;;
4065;18/12/2014 0:00;56;577;4;;;;
4066;20/12/2017 0:00;82;741;4;;;;
4067;20/12/2017 0:00;35;1074;4;;;;
4068;14/03/2011 0:00;44;1029;4;;;;
4069;24/08/2017 0:00;61;885;4;;;;
4070;20/12/2017 0:00;32;575;4;;;;
4071;14/03/2011 0:00;26;784;4;;;;
4072;15/03/2019 0:00;49;817;4;;;;
4073;17/11/2011 0:00;38;1001;4;;;;
4074;24/09/2018 0:00;54;739;4;;;;
4075;13/08/2013 0:00;46;848;4;;;;
4076;13/08/2013 0:00;41;800;4;;;;
4077;26/10/2009 0:00;46;901;4;;;;
4078;15/03/2019 0:00;41;486;4;;;;
4079;29/11/2012 0:00;55;731;4;;;;
4080;27/07/2012 0:00;64;680;4;;;;
4081;15/03/2019 0:00;36;689;4;;;;
4082;29/11/2012 0:00;49;831;4;;;;
4083;08/04/2013 0:00;36;567;4;;;;
